Business Date ,Store ID ,Net Sales 
1/1/2025,AE101     ,10840.59
1/1/2025,AE103     ,7957.91
1/1/2025,AE104     ,NULL
1/1/2025,AE105     ,1206.34
1/1/2025,AE106     ,1275.5
1/1/2025,AE107     ,611.12
1/1/2025,AE108     ,544.02
1/1/2025,AE109     ,1661.11
1/1/2025,AE110     ,0
1/1/2025,AZ102     ,0
1/1/2025,AZ103     ,2768.84
1/1/2025,AZ104     ,1106.1
1/1/2025,AZ105     ,1529.58
1/1/2025,CA101     ,0
1/1/2025,CA102     ,0
1/1/2025,CA103     ,0
1/1/2025,CA105     ,0
1/1/2025,CA106     ,3115.48
1/1/2025,CA108     ,1483.96
1/1/2025,CA109     ,2807.92
1/1/2025,CA110     ,2204.63
1/1/2025,CA111     ,3403.71
1/1/2025,CA112     ,2115.64
1/1/2025,CA114     ,0
1/1/2025,CA115     ,1754.97
1/1/2025,CA116     ,0
1/1/2025,CA117     ,0
1/1/2025,CA118     ,3014.19
1/1/2025,CA119     ,1641.55
1/1/2025,CA120     ,1414.47
1/1/2025,CA123     ,3145.32
1/1/2025,CA125     ,2953
1/1/2025,CA126     ,0
1/1/2025,CA128     ,1538.67
1/1/2025,CA129     ,3116.24
1/1/2025,CA130     ,2068.01
1/1/2025,CA131     ,2367.57
1/1/2025,CA132     ,809.86
1/1/2025,CA133     ,4489
1/1/2025,CA134     ,0
1/1/2025,CA136     ,2995.66
1/1/2025,CA137     ,3372.83
1/1/2025,CA140     ,0
1/1/2025,CA141     ,1930.41
1/1/2025,CA142     ,1631.6
1/1/2025,CA144     ,0
1/1/2025,CA145     ,2918.45
1/1/2025,CA146     ,0
1/1/2025,CA147     ,2406.68
1/1/2025,CA148     ,0
1/1/2025,CA150     ,0
1/1/2025,CA151     ,0
1/1/2025,CA153     ,0
1/1/2025,CA156     ,0
1/1/2025,CA157     ,0
1/1/2025,CA158     ,2570.41
1/1/2025,CA159     ,1621.88
1/1/2025,CA160     ,0
1/1/2025,CA161     ,1226.28
1/1/2025,CA162     ,0
1/1/2025,CA163     ,2146.42
1/1/2025,CA164     ,5061.81
1/1/2025,CA165     ,2232.29
1/1/2025,CA166     ,1427.18
1/1/2025,CA167     ,0
1/1/2025,CA168     ,2677.88
1/1/2025,CA169     ,2951.68
1/1/2025,CA170     ,3646.81
1/1/2025,CA171     ,0
1/1/2025,CA172     ,3048.21
1/1/2025,CA173     ,1326.54
1/1/2025,CA175     ,0
1/1/2025,CA176     ,1631.68
1/1/2025,CA177     ,3130.23
1/1/2025,CA178     ,2305.27
1/1/2025,CA179     ,3831.26
1/1/2025,CA180     ,0
1/1/2025,CA181     ,2166.77
1/1/2025,CA183     ,11.43
1/1/2025,CA184     ,465.85
1/1/2025,CA185     ,4103.73
1/1/2025,CA186     ,1982.73
1/1/2025,CA187     ,2800.89
1/1/2025,CA188     ,2503.95
1/1/2025,CA189     ,0
1/1/2025,CA191     ,0
1/1/2025,CA192     ,3924.68
1/1/2025,CA193     ,688.72
1/1/2025,CA194     ,3241.19
1/1/2025,CA195     ,2367.97
1/1/2025,CA197     ,0
1/1/2025,CA198     ,0
1/1/2025,CA200     ,2376.32
1/1/2025,CA201     ,2269.9
1/1/2025,CA202     ,1999.63
1/1/2025,CA203     ,0
1/1/2025,CA204     ,3695.67
1/1/2025,CA205     ,0
1/1/2025,CA206     ,2998.39
1/1/2025,CA208     ,0
1/1/2025,CA209     ,0
1/1/2025,CA210     ,2453.33
1/1/2025,CA212     ,2487.5
1/1/2025,CA213     ,0
1/1/2025,CA215     ,2986.59
1/1/2025,CA216     ,2828.36
1/1/2025,CA217     ,714.61
1/1/2025,CA218     ,2140.06
1/1/2025,CA220     ,2767.13
1/1/2025,CA221     ,0
1/1/2025,CA222     ,0
1/1/2025,CA223     ,0
1/1/2025,CA224     ,2826.74
1/1/2025,CA226     ,1156.39
1/1/2025,CA227     ,3410.52
1/1/2025,CA228     ,0
1/1/2025,CA229     ,0
1/1/2025,CA230     ,1860.6
1/1/2025,CA231     ,3266.68
1/1/2025,CA232     ,3189
1/1/2025,CA233     ,2945.78
1/1/2025,CA234     ,2383.51
1/1/2025,CA235     ,3169.66
1/1/2025,CA237     ,1955.35
1/1/2025,CA238     ,0
1/1/2025,CA240     ,4089.08
1/1/2025,CA241     ,0
1/1/2025,CA242     ,3314.61
1/1/2025,CA243     ,2025.74
1/1/2025,CA244     ,1261.54
1/1/2025,CA245     ,1930.46
1/1/2025,CA247     ,2237.48
1/1/2025,CA248     ,1732.41
1/1/2025,CA249     ,0
1/1/2025,CA250     ,2175.46
1/1/2025,CA251     ,0
1/1/2025,CA252     ,1769.01
1/1/2025,CA253     ,911.38
1/1/2025,CA254     ,1780.82
1/1/2025,CA255     ,3571.28
1/1/2025,CA257     ,1907.62
1/1/2025,CA258     ,4479.49
1/1/2025,CA260     ,3263.73
1/1/2025,CA261     ,2424.65
1/1/2025,CA263     ,0
1/1/2025,CA266     ,0
1/1/2025,CA267     ,0
1/1/2025,CA268     ,0
1/1/2025,CA269     ,1756.28
1/1/2025,CA272     ,0
1/1/2025,CA273     ,1676.98
1/1/2025,CA274     ,0
1/1/2025,CA276     ,0
1/1/2025,CA277     ,3118.4
1/1/2025,CA278     ,3653.85
1/1/2025,CA279     ,10378.85
1/1/2025,CA280     ,2275.2
1/1/2025,CA283     ,3663.99
1/1/2025,CA284     ,1209.44
1/1/2025,CA285     ,4467.51
1/1/2025,CA286     ,961.01
1/1/2025,CA287     ,1711.24
1/1/2025,CA288     ,2625.6
1/1/2025,CA289     ,3040.21
1/1/2025,CA290     ,2564.71
1/1/2025,CA291     ,47.14
1/1/2025,CA292     ,2204.32
1/1/2025,CA293     ,2097.18
1/1/2025,CA294     ,1139
1/1/2025,CA295     ,2193.91
1/1/2025,CA296     ,698.4
1/1/2025,CA297     ,5090.09
1/1/2025,CA298     ,1507.94
1/1/2025,CA299     ,2203.77
1/1/2025,CA301     ,1848.01
1/1/2025,CA302     ,2743.6
1/1/2025,CA303     ,2848.5
1/1/2025,CA304     ,1376.43
1/1/2025,CA305     ,3499.87
1/1/2025,CA306     ,3695.06
1/1/2025,CA307     ,0
1/1/2025,CA308     ,1410.61
1/1/2025,CA309     ,2352.11
1/1/2025,CA310     ,0
1/1/2025,CA311     ,0
1/1/2025,CA313     ,2934.22
1/1/2025,CA314     ,0
1/1/2025,CA315     ,1669.73
1/1/2025,CA316     ,2265.85
1/1/2025,CA317     ,0
1/1/2025,CA318     ,743.92
1/1/2025,CA319     ,0
1/1/2025,CA320     ,0
1/1/2025,CA321     ,0
1/1/2025,CA322     ,2006.22
1/1/2025,CA323     ,1694.65
1/1/2025,CA324     ,601.91
1/1/2025,CA325     ,0
1/1/2025,CA327     ,345.22
1/1/2025,CA328     ,3803.42
1/1/2025,CA329     ,0
1/1/2025,CA330     ,3053.88
1/1/2025,CA331     ,0
1/1/2025,CA332     ,1554.87
1/1/2025,CA333     ,1797.35
1/1/2025,CA334     ,2493.92
1/1/2025,CA335     ,0
1/1/2025,CA340H    ,2135.19
1/1/2025,CA341     ,1208.97
1/1/2025,CA342     ,1724.92
1/1/2025,CA343     ,738.34
1/1/2025,CA344     ,1621.95
1/1/2025,CA346     ,1422.94
1/1/2025,CA347     ,5579.77
1/1/2025,CO101     ,0
1/1/2025,CO102     ,0
1/1/2025,CO103     ,0
1/1/2025,CO104     ,0
1/1/2025,FL101     ,0
1/1/2025,FL102     ,0
1/1/2025,FL103     ,0
1/1/2025,FL105     ,0
1/1/2025,FL106     ,0
1/1/2025,FL108     ,0
1/1/2025,FL109     ,0
1/1/2025,FL110     ,0
1/1/2025,FL114     ,0
1/1/2025,FL116     ,0
1/1/2025,GA101     ,0
1/1/2025,GA102     ,0
1/1/2025,GA104     ,0
1/1/2025,GU101     ,0
1/1/2025,GU102     ,870.4
1/1/2025,HI107     ,0
1/1/2025,LA101     ,0
1/1/2025,LA102     ,0
1/1/2025,LA103     ,0
1/1/2025,LA104     ,0
1/1/2025,NJ101     ,0
1/1/2025,NJ109     ,2092.48
1/1/2025,NJ110     ,621.1
1/1/2025,NV101     ,4750.57
1/1/2025,NV102     ,1669.91
1/1/2025,NV103     ,2249.88
1/1/2025,NV104     ,2229.11
1/1/2025,NV105     ,3689.44
1/1/2025,NV107     ,3303.19
1/1/2025,NV108     ,2776.48
1/1/2025,NV109     ,2214.9
1/1/2025,NV110     ,1855.12
1/1/2025,NV111     ,1089.6
1/1/2025,NV112     ,1687.54
1/1/2025,NV113     ,1306.04
1/1/2025,OM101     ,274.22
1/1/2025,OM102     ,377.15
1/1/2025,OM103     ,485.51
1/1/2025,PA105     ,0
1/1/2025,TH000     ,42.13
1/1/2025,TH101     ,NULL
1/1/2025,TH102     ,NULL
1/1/2025,TH109     ,1815.64
1/1/2025,TH110     ,743.2
1/1/2025,TH111     ,NULL
1/1/2025,TH112     ,877.95
1/1/2025,TH116     ,NULL
1/1/2025,TH121     ,NULL
1/1/2025,TH123     ,525.09
1/1/2025,TH125     ,NULL
1/1/2025,TH126     ,668.47
1/1/2025,TH127     ,1202.94
1/1/2025,TX101     ,2021.38
1/1/2025,TX102     ,0
1/1/2025,TX103     ,1321.6
1/1/2025,TX105     ,2368.86
1/1/2025,TX107     ,0
1/1/2025,TX108     ,0
1/1/2025,TX109     ,2765.85
1/1/2025,TX110     ,0
1/1/2025,TX111     ,1852.11
1/1/2025,TX114     ,0
1/1/2025,TX117     ,0
1/1/2025,TX118     ,0
1/1/2025,TX119     ,655.61
1/1/2025,TX120     ,1886.21
1/1/2025,TX123     ,1688.99
1/1/2025,TX124     ,954.81
1/1/2025,TX126     ,768.76
1/1/2025,TX128     ,1623.22
1/1/2025,UT101     ,2275.79
1/1/2025,UT102     ,2237.74
1/1/2025,UT103     ,2114.3
1/1/2025,UT104     ,0
1/1/2025,UT106     ,0
1/1/2025,UT107     ,287.87
1/1/2025,WA104     ,0
1/2/2025,AE101     ,10375.1
1/2/2025,AE103     ,6876.43
1/2/2025,AE104     ,NULL
1/2/2025,AE105     ,1234.38
1/2/2025,AE106     ,682.04
1/2/2025,AE107     ,295.17
1/2/2025,AE108     ,495.61
1/2/2025,AE109     ,1435.97
1/2/2025,AE110     ,0
1/2/2025,AZ102     ,0
1/2/2025,AZ103     ,1758.26
1/2/2025,AZ104     ,1047.65
1/2/2025,AZ105     ,1438.43
1/2/2025,CA101     ,0
1/2/2025,CA102     ,0
1/2/2025,CA103     ,0
1/2/2025,CA105     ,0
1/2/2025,CA106     ,3589.71
1/2/2025,CA108     ,1071.31
1/2/2025,CA109     ,4402.65
1/2/2025,CA110     ,3095.69
1/2/2025,CA111     ,3018.92
1/2/2025,CA112     ,1932.32
1/2/2025,CA114     ,0
1/2/2025,CA115     ,3202.16
1/2/2025,CA116     ,0
1/2/2025,CA117     ,2565.3
1/2/2025,CA118     ,2609.06
1/2/2025,CA119     ,2334.87
1/2/2025,CA120     ,1646.08
1/2/2025,CA123     ,2668.1
1/2/2025,CA125     ,3108
1/2/2025,CA126     ,0
1/2/2025,CA128     ,1734.85
1/2/2025,CA129     ,2900.55
1/2/2025,CA130     ,2269.99
1/2/2025,CA131     ,3342.88
1/2/2025,CA132     ,1308.59
1/2/2025,CA133     ,5159.36
1/2/2025,CA134     ,0
1/2/2025,CA136     ,3178.01
1/2/2025,CA137     ,2199.94
1/2/2025,CA140     ,0
1/2/2025,CA141     ,1766.67
1/2/2025,CA142     ,1075.62
1/2/2025,CA144     ,0
1/2/2025,CA145     ,2728.93
1/2/2025,CA146     ,2340.44
1/2/2025,CA147     ,2876.03
1/2/2025,CA148     ,2876.76
1/2/2025,CA150     ,0
1/2/2025,CA151     ,1327.33
1/2/2025,CA153     ,2035.66
1/2/2025,CA156     ,0
1/2/2025,CA157     ,3640.13
1/2/2025,CA158     ,2046.62
1/2/2025,CA159     ,1340.7
1/2/2025,CA160     ,0
1/2/2025,CA161     ,1038.56
1/2/2025,CA162     ,0
1/2/2025,CA163     ,2040.77
1/2/2025,CA164     ,4608.55
1/2/2025,CA165     ,2076.95
1/2/2025,CA166     ,1811.51
1/2/2025,CA167     ,4214.19
1/2/2025,CA168     ,2779.44
1/2/2025,CA169     ,3103.35
1/2/2025,CA170     ,3147.39
1/2/2025,CA171     ,0
1/2/2025,CA172     ,3312.04
1/2/2025,CA173     ,1364.69
1/2/2025,CA175     ,3593.15
1/2/2025,CA176     ,1880.46
1/2/2025,CA177     ,2938.16
1/2/2025,CA178     ,2372.55
1/2/2025,CA179     ,2808.24
1/2/2025,CA180     ,0
1/2/2025,CA181     ,2162.4
1/2/2025,CA183     ,3004.14
1/2/2025,CA184     ,1765.95
1/2/2025,CA185     ,3208.12
1/2/2025,CA186     ,2459.02
1/2/2025,CA187     ,3642.96
1/2/2025,CA188     ,1344.73
1/2/2025,CA189     ,0
1/2/2025,CA191     ,0
1/2/2025,CA192     ,2687.85
1/2/2025,CA193     ,811.76
1/2/2025,CA194     ,3651.11
1/2/2025,CA195     ,2355.79
1/2/2025,CA197     ,0
1/2/2025,CA198     ,0
1/2/2025,CA200     ,2317.42
1/2/2025,CA201     ,2321.49
1/2/2025,CA202     ,1812.19
1/2/2025,CA203     ,0
1/2/2025,CA204     ,3599.23
1/2/2025,CA205     ,2183.66
1/2/2025,CA206     ,3331.57
1/2/2025,CA208     ,2163.96
1/2/2025,CA209     ,0
1/2/2025,CA210     ,1911.53
1/2/2025,CA212     ,2088.85
1/2/2025,CA213     ,0
1/2/2025,CA215     ,2861.61
1/2/2025,CA216     ,3784.9
1/2/2025,CA217     ,1650.4
1/2/2025,CA218     ,2600.08
1/2/2025,CA220     ,2707.04
1/2/2025,CA221     ,2299.26
1/2/2025,CA222     ,0
1/2/2025,CA223     ,0
1/2/2025,CA224     ,1917.94
1/2/2025,CA226     ,1654.31
1/2/2025,CA227     ,2878.67
1/2/2025,CA228     ,2998.44
1/2/2025,CA229     ,0
1/2/2025,CA230     ,2279.12
1/2/2025,CA231     ,3359.17
1/2/2025,CA232     ,2881.25
1/2/2025,CA233     ,2675.11
1/2/2025,CA234     ,3479.57
1/2/2025,CA235     ,3023.04
1/2/2025,CA237     ,2093.97
1/2/2025,CA238     ,1512.72
1/2/2025,CA240     ,4361.18
1/2/2025,CA241     ,0
1/2/2025,CA242     ,3244.26
1/2/2025,CA243     ,1499.06
1/2/2025,CA244     ,1596.26
1/2/2025,CA245     ,1807.9
1/2/2025,CA247     ,3463.82
1/2/2025,CA248     ,2916.28
1/2/2025,CA249     ,0
1/2/2025,CA250     ,1506.87
1/2/2025,CA251     ,2441.29
1/2/2025,CA252     ,1816.34
1/2/2025,CA253     ,1496.25
1/2/2025,CA254     ,1700.65
1/2/2025,CA255     ,3059.05
1/2/2025,CA257     ,1836.08
1/2/2025,CA258     ,4477.99
1/2/2025,CA260     ,2571.76
1/2/2025,CA261     ,3037.54
1/2/2025,CA263     ,0
1/2/2025,CA266     ,0
1/2/2025,CA267     ,0
1/2/2025,CA268     ,1832.72
1/2/2025,CA269     ,1597.82
1/2/2025,CA272     ,0
1/2/2025,CA273     ,1602.88
1/2/2025,CA274     ,0
1/2/2025,CA276     ,0
1/2/2025,CA277     ,3070.15
1/2/2025,CA278     ,3460.52
1/2/2025,CA279     ,10318.21
1/2/2025,CA280     ,1677.72
1/2/2025,CA283     ,2266.51
1/2/2025,CA284     ,2002.63
1/2/2025,CA285     ,4067.27
1/2/2025,CA286     ,1502.61
1/2/2025,CA287     ,1824.9
1/2/2025,CA288     ,1736.05
1/2/2025,CA289     ,2704.44
1/2/2025,CA290     ,2447.96
1/2/2025,CA291     ,1609.76
1/2/2025,CA292     ,1874.84
1/2/2025,CA293     ,1427.6
1/2/2025,CA294     ,2149.58
1/2/2025,CA295     ,2063.04
1/2/2025,CA296     ,1137.92
1/2/2025,CA297     ,4799.4
1/2/2025,CA298     ,1760.68
1/2/2025,CA299     ,1737.93
1/2/2025,CA301     ,1733.64
1/2/2025,CA302     ,2275.27
1/2/2025,CA303     ,2792.45
1/2/2025,CA304     ,1628.43
1/2/2025,CA305     ,2664.8
1/2/2025,CA306     ,3487.37
1/2/2025,CA307     ,0
1/2/2025,CA308     ,1367.84
1/2/2025,CA309     ,1961.76
1/2/2025,CA310     ,0
1/2/2025,CA311     ,0
1/2/2025,CA313     ,2550.13
1/2/2025,CA314     ,1187.14
1/2/2025,CA315     ,1870.86
1/2/2025,CA316     ,1894.56
1/2/2025,CA317     ,3352.1
1/2/2025,CA318     ,805.79
1/2/2025,CA319     ,0
1/2/2025,CA320     ,0
1/2/2025,CA321     ,2590.01
1/2/2025,CA322     ,1745.86
1/2/2025,CA323     ,1642.09
1/2/2025,CA324     ,459.48
1/2/2025,CA325     ,375.63
1/2/2025,CA327     ,133.78
1/2/2025,CA328     ,3185.67
1/2/2025,CA329     ,1388.13
1/2/2025,CA330     ,2066.8
1/2/2025,CA331     ,0
1/2/2025,CA332     ,1359.15
1/2/2025,CA333     ,2305.05
1/2/2025,CA334     ,2075.54
1/2/2025,CA335     ,0
1/2/2025,CA340H    ,1396.61
1/2/2025,CA341     ,1028.92
1/2/2025,CA342     ,1380.83
1/2/2025,CA343     ,1249.88
1/2/2025,CA344     ,1733.63
1/2/2025,CA346     ,1297.03
1/2/2025,CA347     ,3841.49
1/2/2025,CO101     ,2206.87
1/2/2025,CO102     ,1135.26
1/2/2025,CO103     ,803.35
1/2/2025,CO104     ,1389.7
1/2/2025,FL101     ,0
1/2/2025,FL102     ,0
1/2/2025,FL103     ,0
1/2/2025,FL105     ,0
1/2/2025,FL106     ,0
1/2/2025,FL108     ,0
1/2/2025,FL109     ,0
1/2/2025,FL110     ,0
1/2/2025,FL114     ,0
1/2/2025,FL116     ,0
1/2/2025,GA101     ,0
1/2/2025,GA102     ,0
1/2/2025,GA104     ,0
1/2/2025,GU101     ,0
1/2/2025,GU102     ,1011.93
1/2/2025,HI107     ,0
1/2/2025,LA101     ,1515.4
1/2/2025,LA102     ,773.04
1/2/2025,LA103     ,2036.47
1/2/2025,LA104     ,1964.84
1/2/2025,NJ101     ,0
1/2/2025,NJ109     ,1885.8
1/2/2025,NJ110     ,1013.5
1/2/2025,NV101     ,3989.78
1/2/2025,NV102     ,1896.85
1/2/2025,NV103     ,2275.26
1/2/2025,NV104     ,2440.66
1/2/2025,NV105     ,3058.22
1/2/2025,NV107     ,3063.49
1/2/2025,NV108     ,2472.11
1/2/2025,NV109     ,2285.61
1/2/2025,NV110     ,2002.1
1/2/2025,NV111     ,1622.36
1/2/2025,NV112     ,1777.16
1/2/2025,NV113     ,1215.41
1/2/2025,OM101     ,505.87
1/2/2025,OM102     ,320.1
1/2/2025,OM103     ,592.29
1/2/2025,PA105     ,0
1/2/2025,TH000     ,110.97
1/2/2025,TH101     ,NULL
1/2/2025,TH102     ,NULL
1/2/2025,TH109     ,1413.44
1/2/2025,TH110     ,406.83
1/2/2025,TH111     ,NULL
1/2/2025,TH112     ,420.91
1/2/2025,TH116     ,NULL
1/2/2025,TH121     ,NULL
1/2/2025,TH123     ,562.76
1/2/2025,TH125     ,NULL
1/2/2025,TH126     ,446.28
1/2/2025,TH127     ,653.79
1/2/2025,TX101     ,1659.86
1/2/2025,TX102     ,2172.68
1/2/2025,TX103     ,1706.48
1/2/2025,TX105     ,1810.61
1/2/2025,TX107     ,0
1/2/2025,TX108     ,0
1/2/2025,TX109     ,2746.28
1/2/2025,TX110     ,0
1/2/2025,TX111     ,1782.98
1/2/2025,TX114     ,0
1/2/2025,TX117     ,1629.8
1/2/2025,TX118     ,0
1/2/2025,TX119     ,1117.9
1/2/2025,TX120     ,1500.72
1/2/2025,TX123     ,1780.83
1/2/2025,TX124     ,658.74
1/2/2025,TX126     ,1044.77
1/2/2025,TX128     ,1342.43
1/2/2025,UT101     ,1392.99
1/2/2025,UT102     ,2159.2
1/2/2025,UT103     ,2558.7
1/2/2025,UT104     ,0
1/2/2025,UT106     ,0
1/2/2025,UT107     ,185.55
1/2/2025,WA104     ,0
1/3/2025,AE101     ,9727.1
1/3/2025,AE103     ,7075.43
1/3/2025,AE104     ,NULL
1/3/2025,AE105     ,1358.37
1/3/2025,AE106     ,1089.51
1/3/2025,AE107     ,419.09
1/3/2025,AE108     ,525.11
1/3/2025,AE109     ,1571.74
1/3/2025,AE110     ,0
1/3/2025,AZ102     ,0
1/3/2025,AZ103     ,3037.98
1/3/2025,AZ104     ,1243.78
1/3/2025,AZ105     ,1806.79
1/3/2025,CA101     ,0
1/3/2025,CA102     ,0
1/3/2025,CA103     ,0
1/3/2025,CA105     ,0
1/3/2025,CA106     ,3136.13
1/3/2025,CA108     ,1433.05
1/3/2025,CA109     ,4387.49
1/3/2025,CA110     ,2348.06
1/3/2025,CA111     ,2787.89
1/3/2025,CA112     ,1946.95
1/3/2025,CA114     ,0
1/3/2025,CA115     ,2679.67
1/3/2025,CA116     ,0
1/3/2025,CA117     ,1796.75
1/3/2025,CA118     ,2699.69
1/3/2025,CA119     ,1995.59
1/3/2025,CA120     ,819.16
1/3/2025,CA123     ,2949.75
1/3/2025,CA125     ,2905.55
1/3/2025,CA126     ,0
1/3/2025,CA128     ,1785.2
1/3/2025,CA129     ,3617.16
1/3/2025,CA130     ,1980.41
1/3/2025,CA131     ,3192.62
1/3/2025,CA132     ,1307.5
1/3/2025,CA133     ,4001.77
1/3/2025,CA134     ,0
1/3/2025,CA136     ,2858.55
1/3/2025,CA137     ,2231.12
1/3/2025,CA140     ,0
1/3/2025,CA141     ,1634.9
1/3/2025,CA142     ,171.66
1/3/2025,CA144     ,0
1/3/2025,CA145     ,2497.43
1/3/2025,CA146     ,1708.3
1/3/2025,CA147     ,1816.57
1/3/2025,CA148     ,3925.68
1/3/2025,CA150     ,0
1/3/2025,CA151     ,1322.08
1/3/2025,CA153     ,1808.63
1/3/2025,CA156     ,0
1/3/2025,CA157     ,3991.42
1/3/2025,CA158     ,2104.19
1/3/2025,CA159     ,1535.1
1/3/2025,CA160     ,0
1/3/2025,CA161     ,1293.41
1/3/2025,CA162     ,0
1/3/2025,CA163     ,1609.09
1/3/2025,CA164     ,3766.33
1/3/2025,CA165     ,2460.46
1/3/2025,CA166     ,1759.74
1/3/2025,CA167     ,4053.32
1/3/2025,CA168     ,3152.34
1/3/2025,CA169     ,2780.89
1/3/2025,CA170     ,2776.29
1/3/2025,CA171     ,0
1/3/2025,CA172     ,2317.31
1/3/2025,CA173     ,1335.79
1/3/2025,CA175     ,2480.77
1/3/2025,CA176     ,1596.47
1/3/2025,CA177     ,2745.18
1/3/2025,CA178     ,2466.03
1/3/2025,CA179     ,2901.58
1/3/2025,CA180     ,0
1/3/2025,CA181     ,1377
1/3/2025,CA183     ,2834.85
1/3/2025,CA184     ,1125.58
1/3/2025,CA185     ,3255.12
1/3/2025,CA186     ,1726.4
1/3/2025,CA187     ,3569.51
1/3/2025,CA188     ,1091.87
1/3/2025,CA189     ,0
1/3/2025,CA191     ,0
1/3/2025,CA192     ,2631.12
1/3/2025,CA193     ,931.09
1/3/2025,CA194     ,2447.53
1/3/2025,CA195     ,2485.29
1/3/2025,CA197     ,0
1/3/2025,CA198     ,0
1/3/2025,CA200     ,2086.76
1/3/2025,CA201     ,1435.87
1/3/2025,CA202     ,1524.93
1/3/2025,CA203     ,0
1/3/2025,CA204     ,3146.47
1/3/2025,CA205     ,1706.11
1/3/2025,CA206     ,3436.45
1/3/2025,CA208     ,2428.87
1/3/2025,CA209     ,0
1/3/2025,CA210     ,1979.05
1/3/2025,CA212     ,2758.03
1/3/2025,CA213     ,0
1/3/2025,CA215     ,2953.99
1/3/2025,CA216     ,3209.15
1/3/2025,CA217     ,1748.26
1/3/2025,CA218     ,1987.81
1/3/2025,CA220     ,1952.63
1/3/2025,CA221     ,2154.03
1/3/2025,CA222     ,0
1/3/2025,CA223     ,0
1/3/2025,CA224     ,1485.14
1/3/2025,CA226     ,1558.47
1/3/2025,CA227     ,2778.72
1/3/2025,CA228     ,2672.66
1/3/2025,CA229     ,0
1/3/2025,CA230     ,1732.84
1/3/2025,CA231     ,2870.32
1/3/2025,CA232     ,1825.49
1/3/2025,CA233     ,2810.09
1/3/2025,CA234     ,2761.37
1/3/2025,CA235     ,2341.75
1/3/2025,CA237     ,1806.43
1/3/2025,CA238     ,1324.49
1/3/2025,CA240     ,3770.35
1/3/2025,CA241     ,0
1/3/2025,CA242     ,3798.45
1/3/2025,CA243     ,1581.3
1/3/2025,CA244     ,994.35
1/3/2025,CA245     ,1655.84
1/3/2025,CA247     ,2604.05
1/3/2025,CA248     ,2475.31
1/3/2025,CA249     ,0
1/3/2025,CA250     ,1853.47
1/3/2025,CA251     ,2021.59
1/3/2025,CA252     ,2046.56
1/3/2025,CA253     ,997.16
1/3/2025,CA254     ,1449.29
1/3/2025,CA255     ,2556.56
1/3/2025,CA257     ,1291.4
1/3/2025,CA258     ,2626.28
1/3/2025,CA260     ,2629.26
1/3/2025,CA261     ,2557.86
1/3/2025,CA263     ,0
1/3/2025,CA266     ,0
1/3/2025,CA267     ,0
1/3/2025,CA268     ,1459.15
1/3/2025,CA269     ,1875.36
1/3/2025,CA272     ,0
1/3/2025,CA273     ,1860.07
1/3/2025,CA274     ,0
1/3/2025,CA276     ,0
1/3/2025,CA277     ,2689.57
1/3/2025,CA278     ,2610.9
1/3/2025,CA279     ,10996.89
1/3/2025,CA280     ,1715.76
1/3/2025,CA283     ,2728.68
1/3/2025,CA284     ,2442.06
1/3/2025,CA285     ,3265.08
1/3/2025,CA286     ,886.4
1/3/2025,CA287     ,1621.43
1/3/2025,CA288     ,2112.99
1/3/2025,CA289     ,2570.07
1/3/2025,CA290     ,2112.27
1/3/2025,CA291     ,1368.11
1/3/2025,CA292     ,1431.95
1/3/2025,CA293     ,1259.3
1/3/2025,CA294     ,1714.12
1/3/2025,CA295     ,2209
1/3/2025,CA296     ,1074.75
1/3/2025,CA297     ,4231.5
1/3/2025,CA298     ,1550.56
1/3/2025,CA299     ,2148.11
1/3/2025,CA301     ,1948.97
1/3/2025,CA302     ,2677.1
1/3/2025,CA303     ,2334.2
1/3/2025,CA304     ,1416.47
1/3/2025,CA305     ,3231.61
1/3/2025,CA306     ,3043.86
1/3/2025,CA307     ,0
1/3/2025,CA308     ,1355.01
1/3/2025,CA309     ,2214.22
1/3/2025,CA310     ,0
1/3/2025,CA311     ,0
1/3/2025,CA313     ,2242.84
1/3/2025,CA314     ,761.31
1/3/2025,CA315     ,1217.35
1/3/2025,CA316     ,1730.83
1/3/2025,CA317     ,2230.27
1/3/2025,CA318     ,738.94
1/3/2025,CA319     ,0
1/3/2025,CA320     ,0
1/3/2025,CA321     ,2726.26
1/3/2025,CA322     ,1567.76
1/3/2025,CA323     ,1530.2
1/3/2025,CA324     ,532.64
1/3/2025,CA325     ,411.25
1/3/2025,CA327     ,69.17
1/3/2025,CA328     ,3505.85
1/3/2025,CA329     ,1578.69
1/3/2025,CA330     ,2236.02
1/3/2025,CA331     ,0
1/3/2025,CA332     ,1023.42
1/3/2025,CA333     ,1955.16
1/3/2025,CA334     ,2499.31
1/3/2025,CA335     ,0
1/3/2025,CA340H    ,1167.37
1/3/2025,CA341     ,1496.96
1/3/2025,CA342     ,1410.81
1/3/2025,CA343     ,1214.84
1/3/2025,CA344     ,1452.94
1/3/2025,CA346     ,1608.5
1/3/2025,CA347     ,3926.99
1/3/2025,CO101     ,2315.29
1/3/2025,CO102     ,1700
1/3/2025,CO103     ,1351.87
1/3/2025,CO104     ,2019.49
1/3/2025,FL101     ,0
1/3/2025,FL102     ,0
1/3/2025,FL103     ,0
1/3/2025,FL105     ,0
1/3/2025,FL106     ,0
1/3/2025,FL108     ,0
1/3/2025,FL109     ,0
1/3/2025,FL110     ,0
1/3/2025,FL114     ,0
